Product,Company,Source,URL,IsDuplicate
ACEITE DE LORENZO,AMN,selenium,https://www.alfabeta.net/precio/aceite-de-lorenzo.html,false
ACEITE DE OREGANO,Provefarma,selenium,https://www.alfabeta.net/precio/aceite-de-oregano.html,false
ACEITE DE PESCADO 1000,Provefarma,selenium,https://www.alfabeta.net/precio/aceite-de-pescado-1000.html,false
ACEITE DE PESCADO GARDEN HOUSE,Garden House Argentina,selenium,https://www.alfabeta.net/precio/aceite-de-pescado-garden-house.html,false
ACEITE DE PESCADO OMEGANAT,Provefarma,selenium,https://www.alfabeta.net/precio/aceite-de-pescado-omeganat.html,false
ACEITE DE RICINO EWE,Sanitas,selenium,https://www.alfabeta.net/precio/aceite-de-ricino-ewe.html,false
ACEITE DE TEA TREE OIL EWE,Sanitas,selenium,https://www.alfabeta.net/precio/aceite-de-tea-tree-oil-ewe.html,false
ACEITE ESMERALDA MOONE,Laboratorio Dicofar,selenium,https://www.alfabeta.net/precio/aceite-esmeralda-moone.html,false
ACEMUK,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk.html,false
ACEMUK BIOTIC,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk-biotic.html,false
ACEMUK BIOTIC DUO,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk-biotic-duo.html,false
ACEMUK DIA Y NOCHE,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk-dia-y-noche.html,false
ACEMUK GRIP,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk-grip.html,false
ACEMUK JARABE,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk-jarabe.html,false
ACEMUK L,Siegfried,selenium,https://www.alfabeta.net/precio/acemuk-l.html,false
ACENOCOUMAROL ROSPAW,Rospaw,selenium,https://www.alfabeta.net/precio/acenocoumarol-rospaw.html,false
ACERPES,Siegfried,selenium,https://www.alfabeta.net/precio/acerpes.html,false
ACETA,Novoplos,selenium,https://www.alfabeta.net/precio/aceta.html,false
ACETILCISTEINA TEVA,Teva Argentina,selenium,https://www.alfabeta.net/precio/acetilcisteina-teva.html,false
ACI-TIP,Siegfried,selenium,https://www.alfabeta.net/precio/aci-tip.html,false
ACICLOVIR GEMEPE,Gemepe,selenium,https://www.alfabeta.net/precio/aciclovir-gemepe.html,false
ACICLOVIR PHARMAVIAL 500,IBC,selenium,https://www.alfabeta.net/precio/aciclovir-pharmavial-500.html,false
ACIDO AMINOCAPROICO DRAWER,Drawer,selenium,https://www.alfabeta.net/precio/acido-aminocaproico-drawer.html,false
ACIDO FOLICO,A.M. Farma Activ,selenium,https://www.alfabeta.net/precio/acido-folico.html,false
ACIDO FOLICO RICHMOND,Richmond,selenium,https://www.alfabeta.net/precio/acido-folico-richmond.html,false
ACIDO FOLICO VANNIER,Vannier,selenium,https://www.alfabeta.net/precio/acido-folico-vannier.html,false
ACIDO HIALURONICO,Provefarma,selenium,https://www.alfabeta.net/precio/acido-hialuronico.html,false
ACIDO HIALURONICO VITAMIN WAY,Pharmamerican S.R.L.,selenium,https://www.alfabeta.net/precio/acido-hialuronico-vitamin-way.html,false
ACIDO ZOLEDRONICO IMA,IMA,selenium,https://www.alfabeta.net/precio/acido-zoledronico-ima.html,false
ACIDO ZOLEDRONICO MICROSULES,Microsules Arg.,selenium,https://www.alfabeta.net/precio/acido-zoledronico-microsules.html,false
ACIDO ZOLEDRONICO RICHET,Richet,selenium,https://www.alfabeta.net/precio/acido-zoledronico-richet.html,false
ACIFOL,Domínguez,selenium,https://www.alfabeta.net/precio/acifol.html,false
ACIFOL 10,Domínguez,selenium,https://www.alfabeta.net/precio/acifol-10.html,false
ACIFOL 5,Domínguez,selenium,https://www.alfabeta.net/precio/acifol-5.html,false
ACIFOL B12,Domínguez,selenium,https://www.alfabeta.net/precio/acifol-b12.html,false
ACIFOL FE,Domínguez,selenium,https://www.alfabeta.net/precio/acifol-fe.html,false
ACIFOL GOTAS,Domínguez,selenium,https://www.alfabeta.net/precio/acifol-gotas.html,false
ACIFUSIN,Andrómaco,selenium,https://www.alfabeta.net/precio/acifusin.html,false
ACIFUSIN B,Andrómaco,selenium,https://www.alfabeta.net/precio/acifusin-b.html,false
ACILAC OMEGA 3-6,Novoplos,selenium,https://www.alfabeta.net/precio/acilac-omega-3-6.html,false
ACIMED,Lepetit,selenium,https://www.alfabeta.net/precio/acimed.html,true
ACIMED,Medisol,selenium,https://www.alfabeta.net/precio/acimed.html,true
ACIMED F,Sanitas,selenium,https://www.alfabeta.net/precio/acimed-f.html,false
ACIMED L,Lepetit,selenium,https://www.alfabeta.net/precio/acimed-l.html,false
ACIPOUN ORAL,Medipharma,selenium,https://www.alfabeta.net/precio/acipoun-oral.html,false
ACIVAL,Géminis Farmacéutica,selenium,https://www.alfabeta.net/precio/acival.html,false
ACLASTA,Biosidus S.A.U.,selenium,https://www.alfabeta.net/precio/aclasta.html,false
ACLER,Pharmatrix,selenium,https://www.alfabeta.net/precio/acler.html,false
ACLOSAN,Eurofarma,selenium,https://www.alfabeta.net/precio/aclosan.html,false
ACLOXIGENAC,Eczane,selenium,https://www.alfabeta.net/precio/acloxigenac.html,false
ACLOXIGENAC LP,Eczane,selenium,https://www.alfabeta.net/precio/acloxigenac-lp.html,false
ACLOXIGENAC PLUS,Eczane,selenium,https://www.alfabeta.net/precio/acloxigenac-plus.html,false
ACLUSIN,Casasco,selenium,https://www.alfabeta.net/precio/aclusin.html,false
ACNECLIN,Siegfried,selenium,https://www.alfabeta.net/precio/acneclin.html,false
ACNECLIN 100 AP,Siegfried,selenium,https://www.alfabeta.net/precio/acneclin-100-ap.html,false
ACNECLIN PBA,Siegfried,selenium,https://www.alfabeta.net/precio/acneclin-pba.html,false
ACNEIQUE,Cepage,selenium,https://www.alfabeta.net/precio/acneique.html,false
ACNEIQUE EXFOLIANT,Cepage,selenium,https://www.alfabeta.net/precio/acneique-exfoliant.html,false
ACNEIQUE GEL,Cepage,selenium,https://www.alfabeta.net/precio/acneique-gel.html,false
ACNEIQUE H2O,Cepage,selenium,https://www.alfabeta.net/precio/acneique-h2o.html,false
ACNEIQUE MAT,Cepage,selenium,https://www.alfabeta.net/precio/acneique-mat.html,false
ACNEIQUE SERUM,Cepage,selenium,https://www.alfabeta.net/precio/acneique-serum.html,false
ACNESAN,Fortbenton,selenium,https://www.alfabeta.net/precio/acnesan.html,false
ACNESAN DRY STICK,Fortbenton,selenium,https://www.alfabeta.net/precio/acnesan-dry-stick.html,false
ACNETROL,Lagos,selenium,https://www.alfabeta.net/precio/acnetrol.html,false
ACNOXIN,Andrómaco,selenium,https://www.alfabeta.net/precio/acnoxin.html,false
ACPAN,Gray,selenium,https://www.alfabeta.net/precio/acpan.html,false
ACROSS BAP,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-bap.html,false
ACROSS BID,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-bid.html,false
ACROSS BIDC,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-bidc.html,false
ACROSS ENERGY,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-energy.html,false
ACROSS GEL DEPORTIVO,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-gel-deportivo.html,false
ACROSS GEL DEPORTIVO C/CAFEINA,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-gel-deportivo-ccafeina.html,false
ACROSS LEUCINE,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-leucine.html,false
ACROSS SABA,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-saba.html,false
ACROSS SM,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-sm.html,false
ACROSS SMC,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-smc.html,false
ACROSS SP,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-sp.html,false
ACROSS SPBAC,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-spbac.html,false
ACROSS SPC,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-spc.html,false
ACROSS SR,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-sr.html,false
ACROSS SRC,Novarum Pharma,selenium,https://www.alfabeta.net/precio/across-src.html,false
ACRYLARM,Poen,selenium,https://www.alfabeta.net/precio/acrylarm.html,false
ACRYLARM PLUS,Poen,selenium,https://www.alfabeta.net/precio/acrylarm-plus.html,false
ACTEMIN,Lazar,selenium,https://www.alfabeta.net/precio/actemin.html,false
ACTEMRA,Roche,selenium,https://www.alfabeta.net/precio/actemra.html,false
ACTEMRA SC,Roche,selenium,https://www.alfabeta.net/precio/actemra-sc.html,false
ACTIFEDRIN NASAL,Siegfried,selenium,https://www.alfabeta.net/precio/actifedrin-nasal.html,false
ACTILUZOL,Bioprofarma Bagó,selenium,https://www.alfabeta.net/precio/actiluzol.html,false
ACTILYSE,Boehringer Ingelheim,selenium,https://www.alfabeta.net/precio/actilyse.html,false
ACTIMAX,Siegfried,selenium,https://www.alfabeta.net/precio/actimax.html,false
ACTIMIB,Filaxis Farmacéutica,selenium,https://www.alfabeta.net/precio/actimib.html,false
ACTINERVAL,Bagó,selenium,https://www.alfabeta.net/precio/actinerval.html,false
ACTIRELAX,Northia,selenium,https://www.alfabeta.net/precio/actirelax.html,false
ACTIRELAX NORTHIA,Northia,selenium,https://www.alfabeta.net/precio/actirelax-northia.html,false
ACTISON,Eurofarma,selenium,https://www.alfabeta.net/precio/actison.html,false
ACTIUM,Monserrat,selenium,https://www.alfabeta.net/precio/actium.html,false
ACTIVAMENT 5HTP,Framingham Pharma,selenium,https://www.alfabeta.net/precio/activament-5htp.html,false
ACTIVIL,Casasco,selenium,https://www.alfabeta.net/precio/activil.html,false
ACTIVIL MASTICABLE,Casasco,selenium,https://www.alfabeta.net/precio/activil-masticable.html,false
ACTOBIAN,Savant Generic,selenium,https://www.alfabeta.net/precio/actobian.html,false
ACTRON,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron.html,false
ACTRON 400 RAPIDA ACCION NF,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-400-rapida-accion-nf.html,false
ACTRON 600 RAPIDA ACCION,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-600-rapida-accion.html,false
ACTRON 600 RAPIDA ACCION NUEVA FORMULA,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-600-rapida-accion-nueva-formula.html,false
ACTRON FLEX,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-flex.html,false
ACTRON GEL,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-gel.html,false
ACTRON MIGRA,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-migra.html,false
ACTRON MUJER RAPIDA ACCION,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-mujer-rapida-accion.html,false
ACTRON PEDIATRICO,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-pediatrico.html,false
ACTRON PEDIATRICO 4%,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-pediatrico-4.html,false
ACTRON PLUS,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-plus.html,false
ACTRON RAPIDA ACCION NF,Bayer Consumer,selenium,https://www.alfabeta.net/precio/actron-rapida-accion-nf.html,false
ACULAR,Abbvie,selenium,https://www.alfabeta.net/precio/acular.html,false
ACULAR LS,Abbvie,selenium,https://www.alfabeta.net/precio/acular-ls.html,false
ACUS,Roemmers,selenium,https://www.alfabeta.net/precio/acus.html,false
ADACEL,Sanofi Health Argentina S.A.,selenium,https://www.alfabeta.net/precio/adacel.html,false
ADAPNE,Oxapharma,selenium,https://www.alfabeta.net/precio/adapne.html,false
ADAPNE DUO,Oxapharma,selenium,https://www.alfabeta.net/precio/adapne-duo.html,false
ADAPNE DUO FORTE,Oxapharma,selenium,https://www.alfabeta.net/precio/adapne-duo-forte.html,false
ADCETRIS,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/adcetris.html,false
ADDENTA,Richmond,selenium,https://www.alfabeta.net/precio/addenta.html,false
ADECONCE,Lafedar,selenium,https://www.alfabeta.net/precio/adeconce.html,false
ADEENE DRAWER,Drawer,selenium,https://www.alfabeta.net/precio/adeene-drawer.html,false
ADELGAFRUTA BATIDO SACIANTE,Pharmamerican S.R.L.,selenium,https://www.alfabeta.net/precio/adelgafruta-batido-saciante.html,false
ADELGAR SILUETA A.M.,A.M. Farma Activ,selenium,https://www.alfabeta.net/precio/adelgar-silueta-am.html,false
ADELGAZA-T,San Ceferino,selenium,https://www.alfabeta.net/precio/adelgaza-t.html,false
ADEMPAS,Bayer (PH),selenium,https://www.alfabeta.net/precio/adempas.html,false
ADENIL,Austral,selenium,https://www.alfabeta.net/precio/adenil.html,false
ADENOSINA BIOL,Biol,selenium,https://www.alfabeta.net/precio/adenosina-biol.html,false
ADENOSINA GEMEPE,Gemepe,selenium,https://www.alfabeta.net/precio/adenosina-gemepe.html,false
ADENOSINA GOBBI,Gobbi,selenium,https://www.alfabeta.net/precio/adenosina-gobbi.html,false
ADERMICINA,Elea,selenium,https://www.alfabeta.net/precio/adermicina.html,false
ADERMICINA A,Elea,selenium,https://www.alfabeta.net/precio/adermicina-a.html,false
ADERMICINA A 2X1,Elea,selenium,https://www.alfabeta.net/precio/adermicina-a-2x1.html,false
ADERMICINA AE,Elea,selenium,https://www.alfabeta.net/precio/adermicina-ae.html,false
ADERMICINA ANTI ACNE,Elea,selenium,https://www.alfabeta.net/precio/adermicina-anti-acne.html,false
ADERMICINA CUIDADO FACIAL,Elea,selenium,https://www.alfabeta.net/precio/adermicina-cuidado-facial.html,false
ADERMICINA JABON,Elea,selenium,https://www.alfabeta.net/precio/adermicina-jabon.html,false
ADERMITRIN,Laboratorio Merlino,selenium,https://www.alfabeta.net/precio/adermitrin.html,false
ADEROGYL,Laboratorio Millet,selenium,https://www.alfabeta.net/precio/aderogyl.html,false
ADESIAL,Savant Generic,selenium,https://www.alfabeta.net/precio/adesial.html,false
ADEVIT,Química Luar,selenium,https://www.alfabeta.net/precio/adevit.html,false
ADHESOL BIOL,Biol,selenium,https://www.alfabeta.net/precio/adhesol-biol.html,false
ADIKAN,Rossmore Pharma,selenium,https://www.alfabeta.net/precio/adikan.html,false
ADITIVOS PARENTERALES,Rivero,selenium,https://www.alfabeta.net/precio/aditivos-parenterales.html,false
ADIUVAN,Lazar,selenium,https://www.alfabeta.net/precio/adiuvan.html,false
ADIUVAN MET,Lazar,selenium,https://www.alfabeta.net/precio/adiuvan-met.html,false
ADRENALINA BIOL,Biol,selenium,https://www.alfabeta.net/precio/adrenalina-biol.html,false
ADRENALINA BIOQUIM,Duncan,selenium,https://www.alfabeta.net/precio/adrenalina-bioquim.html,false
ADRENALINA DRAWER,Drawer,selenium,https://www.alfabeta.net/precio/adrenalina-drawer.html,false
ADRENALINA LARJAN,Veinfar,selenium,https://www.alfabeta.net/precio/adrenalina-larjan.html,false
ADRENOL,Fabra,selenium,https://www.alfabeta.net/precio/adrenol.html,false
ADRENOL FORTE,Fabra,selenium,https://www.alfabeta.net/precio/adrenol-forte.html,false
ADROMUX,Ariston,selenium,https://www.alfabeta.net/precio/adromux.html,false
ADVATE,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/advate.html,false
ADYARD,Microsules Arg.,selenium,https://www.alfabeta.net/precio/adyard.html,false
ADYNOVATE 1000 BAXJECT III,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/adynovate-1000-baxject-iii.html,false
ADYNOVATE 1500 BAXJECT III,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/adynovate-1500-baxject-iii.html,false
ADYNOVATE 3000 BAXJECT III,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/adynovate-3000-baxject-iii.html,false
ADYNOVATE 500 BAXJECT III,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/adynovate-500-baxject-iii.html,false
AERIUS,Organon Arg.,selenium,https://www.alfabeta.net/precio/aerius.html,false
AEROCAMARA AEROCHAMBER,Silfab,selenium,https://www.alfabeta.net/precio/aerocamara-aerochamber.html,false
AEROCAMARA AEROSPACER ADULTO,Patejim,selenium,https://www.alfabeta.net/precio/aerocamara-aerospacer-adulto.html,false
AEROCAMARA AEROSPACER INFANTIL,Patejim,selenium,https://www.alfabeta.net/precio/aerocamara-aerospacer-infantil.html,false
AEROCAMARA AEROSPACER JUVENIL,Patejim,selenium,https://www.alfabeta.net/precio/aerocamara-aerospacer-juvenil.html,false
AEROCAMARA AEROSPACER LACTANTE,Patejim,selenium,https://www.alfabeta.net/precio/aerocamara-aerospacer-lactante.html,false
AEROCAMARA AEROSPACER TRAQUEOTOMIA,Patejim,selenium,https://www.alfabeta.net/precio/aerocamara-aerospacer-traqueotomia.html,false
AEROCAMARA MAXAIR ADULTO,Biofactor,selenium,https://www.alfabeta.net/precio/aerocamara-maxair-adulto.html,false
AEROCAMARA MAXAIR PEDIATRICA,Biofactor,selenium,https://www.alfabeta.net/precio/aerocamara-maxair-pediatrica.html,false
AEROGAL,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/aerogal.html,false
AEROLEP,Austral,selenium,https://www.alfabeta.net/precio/aerolep.html,false
AEROMED CASSARA,Cassará,selenium,https://www.alfabeta.net/precio/aeromed-cassara.html,false
AEROPAFF AEROCAMARA VALVULADA,Patejim,selenium,https://www.alfabeta.net/precio/aeropaff-aerocamara-valvulada.html,false
AEROPIEL,Biosintex Retail,selenium,https://www.alfabeta.net/precio/aeropiel.html,false
AEROSPACER PACK,Patejim,selenium,https://www.alfabeta.net/precio/aerospacer-pack.html,false
AEROTINA,Adium,selenium,https://www.alfabeta.net/precio/aerotina.html,false
AEROTINA JARABE PEDIATRICO C/DOSIFICADOR,Adium,selenium,https://www.alfabeta.net/precio/aerotina-jarabe-pediatrico-cdosificador.html,false
AEROTINA RAPIDA ACCION,Adium,selenium,https://www.alfabeta.net/precio/aerotina-rapida-accion.html,false
AEROTROP,Cassará,selenium,https://www.alfabeta.net/precio/aerotrop.html,false
AEROTROP NEBU,Medisol,selenium,https://www.alfabeta.net/precio/aerotrop-nebu.html,false
AEROVENT,Medisol,selenium,https://www.alfabeta.net/precio/aerovent.html,false
AEROVENT E,Medisol,selenium,https://www.alfabeta.net/precio/aerovent-e.html,false
AEROVIA ATLAS,Lab Internacional Argentino,selenium,https://www.alfabeta.net/precio/aerovia-atlas.html,false
AEROVIAL HFA,Lab Internacional Argentino,selenium,https://www.alfabeta.net/precio/aerovial-hfa.html,false
AEROXINA,Elea,selenium,https://www.alfabeta.net/precio/aeroxina.html,false
AEROXINA U.D.,Elea,selenium,https://www.alfabeta.net/precio/aeroxina-ud.html,false
AESIM 200,Austral,selenium,https://www.alfabeta.net/precio/aesim-200.html,false
AET,Craveri,selenium,https://www.alfabeta.net/precio/aet.html,false
AFATIXANE,Eczane,selenium,https://www.alfabeta.net/precio/afatixane.html,false
AFEME,Cetus,selenium,https://www.alfabeta.net/precio/afeme.html,false
AFENEXIL,Temis-Lostaló,selenium,https://www.alfabeta.net/precio/afenexil.html,false
AFIANCEN,Eurofarma,selenium,https://www.alfabeta.net/precio/afiancen.html,false
AFINITOR,Novartis,selenium,https://www.alfabeta.net/precio/afinitor.html,false
AFLIMET,Biotechno Pharma,selenium,https://www.alfabeta.net/precio/aflimet.html,false
AFLURIA QUAD,Seqirus,selenium,https://www.alfabeta.net/precio/afluria-quad.html,false
AFLURIA QUAD JUNIOR,Seqirus,selenium,https://www.alfabeta.net/precio/afluria-quad-junior.html,false
